"transaction_id","amount","transaction_size"
2290,"182.85","Medium"
2291,"513.42","Large"
2292,"131.27","Medium"
2293,"176.68","Medium"
2294,"64.49","Medium"
2295,"99.49","Medium"
2296,"313.59","Medium"
2297,"161.9","Medium"
2298,"211.28","Medium"
2299,"280.91","Medium"
2300,"66.54","Medium"
2301,"84.04","Medium"
2302,"62.93","Medium"
2303,"345.06","Medium"
2304,"178.03","Medium"
2305,"85.54","Medium"
2306,"222.78","Medium"
2307,"52.35","Medium"
2308,"262.37","Medium"
2309,"420.68","Medium"
2310,"291.34","Medium"
2311,"157.29","Medium"
2312,"189","Medium"
2313,"119.41","Medium"
2314,"302.65","Medium"
2315,"180.82","Medium"
2316,"273.76","Medium"
2317,"215.92","Medium"
2318,"406.6","Medium"
2319,"37.53","Small"
2320,"232.59","Medium"
2321,"45.29","Small"
2322,"179.25","Medium"
2323,"293.3","Medium"
2324,"202.4","Medium"
2325,"188.23","Medium"
2326,"106.42","Medium"
2327,"196.43","Medium"
2328,"239.95","Medium"
2329,"191.25","Medium"
2330,"273.29","Medium"
2331,"111.25","Medium"
2332,"276.62","Medium"
2333,"243.95","Medium"
2334,"187.02","Medium"
2335,"277.12","Medium"
2336,"218.59","Medium"
2337,"269.86","Medium"
2338,"393.39","Medium"
2339,"106.83","Medium"
2340,"223.49","Medium"
2341,"63.79","Medium"
2342,"180.05","Medium"
2343,"72.88","Medium"
2344,"29.66","Small"
2345,"274.07","Medium"
2346,"101.12","Medium"
2347,"305.52","Medium"
2348,"171.69","Medium"
2349,"374.57","Medium"
2350,"144.87","Medium"
2351,"216.65","Medium"
2352,"33.46","Small"
2353,"92.91","Medium"
2354,"117.53","Medium"
2355,"51.6","Medium"
2356,"131.15","Medium"
2357,"162.97","Medium"
2358,"173.31","Medium"
2359,"123.19","Medium"
2360,"338.52","Medium"
2361,"52.66","Medium"
2362,"90.75","Medium"
2363,"312.72","Medium"
2364,"237.02","Medium"
2365,"114.31","Medium"
2366,"185.9","Medium"
2367,"218.56","Medium"
2368,"478.42750759979805","Medium"
2369,"282.9","Medium"
2370,"187.39","Medium"
2371,"350.64","Medium"
2372,"271.19","Medium"
2373,"209.71","Medium"
2374,"170.95","Medium"
2375,"326.56","Medium"
2376,"278.61","Medium"
2377,"213.57","Medium"
2378,"27.41","Small"
2379,"317.71","Medium"
2380,"93.45","Medium"
2381,"288.59","Medium"
2382,"191.23","Medium"
2383,"212.92","Medium"
2384,"59.21","Medium"
2385,"2096.457757805557","Large"
2386,"179.63","Medium"
2387,"247.67","Medium"
2388,"355.68","Medium"
2389,"117.28","Medium"
2390,"186.36","Medium"
2391,"411.88","Medium"
2392,"85.68","Medium"
2393,"195.79","Medium"
2394,"278.58","Medium"
2395,"54.86","Medium"
2396,"261.97","Medium"
2397,"134.08","Medium"
2398,"315.07","Medium"
2399,"163.34","Medium"
2400,"69.73","Medium"
2401,"50.3","Medium"
2402,"1801.246290599832","Large"
2403,"71.63","Medium"
2404,"244.63","Medium"
2405,"11.8","Small"
2406,"401.33","Medium"
2407,"106.65","Medium"
2408,"926.8180819929502","Large"
2409,"22.77","Small"
2410,"307.92","Medium"
2411,"34.65","Small"
2412,"160.12","Medium"
2413,"326.73","Medium"
2414,"248.25","Medium"
2415,"237.75","Medium"
2416,"146.5","Medium"
2417,"320.94","Medium"
2418,"1949.9082934254052","Large"
2419,"67.16","Medium"
2420,"211.32","Medium"
2421,"309.29","Medium"
2422,"118.1","Medium"
2423,"368.11","Medium"
2424,"363.8","Medium"
2425,"259.3","Medium"
2426,"100.1","Medium"
2427,"51.08","Medium"
2428,"224.46","Medium"
2429,"124.8","Medium"
2430,"317.55","Medium"
2431,"246.01","Medium"
2432,"339.1","Medium"
2433,"356.32","Medium"
2434,"323.08","Medium"
2435,"349.23","Medium"
2436,"260.79","Medium"
2437,"292.39","Medium"
2438,"308.88","Medium"
2439,"108.03","Medium"
2440,"222.1","Medium"
2441,"80.62","Medium"
2442,"289.36","Medium"
2443,"66.46","Medium"
2444,"119.65","Medium"
2445,"221.77","Medium"
2446,"245.33","Medium"
2447,"268.95","Medium"
2448,"148.14","Medium"
2449,"93.99","Medium"
2450,"275.74","Medium"
2451,"178.5","Medium"
2452,"85.86","Medium"
2453,"289.55","Medium"
2454,"273.56","Medium"
2455,"263.68","Medium"
2456,"188.47","Medium"
2457,"432.3714428394562","Medium"
2458,"139.2","Medium"
2459,"216.36","Medium"
2460,"45.78","Small"
2461,"56.8","Medium"
2462,"170.41","Medium"
2463,"30.86","Small"
2464,"102.05","Medium"
2465,"219.26","Medium"
2466,"272.41","Medium"
2467,"233.66","Medium"
2468,"277.19","Medium"
2469,"308.63","Medium"
2470,"77.32","Medium"
2471,"297.58","Medium"
2472,"134.17","Medium"
2473,"282.91","Medium"
2474,"64.55","Medium"
2475,"196.76","Medium"
2476,"215.31","Medium"
2477,"117.21","Medium"
2478,"351.06","Medium"
2479,"201.21","Medium"
2480,"424.76","Medium"
2481,"104.43","Medium"
2482,"341.57","Medium"
2483,"305.46","Medium"
2484,"65.94","Medium"
2485,"145.59","Medium"
2486,"246.33","Medium"
2487,"306.07","Medium"
2488,"286.48","Medium"
2489,"240.77","Medium"
2490,"358.51","Medium"
2491,"262.64","Medium"
2492,"91.11","Medium"
2493,"306.33","Medium"
2494,"135.42","Medium"
2495,"230.59","Medium"
2496,"267.98","Medium"
2497,"354","Medium"
2498,"82.56","Medium"
2499,"319.33","Medium"
2500,"176.9","Medium"
2501,"590.48","Large"
2502,"28.94","Small"
2503,"45.17","Small"
2504,"259.94","Medium"
2505,"313.98","Medium"
2506,"132.33","Medium"
2507,"289.79","Medium"
2508,"334.61","Medium"
2509,"283.14","Medium"
2510,"266.27","Medium"
2511,"271.32","Medium"
2512,"268.66","Medium"
2513,"150.47","Medium"
2514,"169.77","Medium"
2515,"71.22","Medium"
2516,"107.2","Medium"
2517,"324.1","Medium"
2518,"83.87","Medium"
2519,"208.72","Medium"
2520,"282.58","Medium"
2521,"171.67","Medium"
2522,"278.52","Medium"
2523,"58.82","Medium"
2524,"99.68","Medium"
2525,"124.89","Medium"
2526,"254.79","Medium"
2527,"62.99","Medium"
2528,"243.26","Medium"
2529,"182.6","Medium"
2530,"228.85","Medium"
2531,"258.65","Medium"
2532,"25.89","Small"
2533,"195.31","Medium"
2534,"324.25","Medium"
2535,"306.43","Medium"
2536,"94.47","Medium"
2537,"48.39","Small"
2538,"63.52","Medium"
2539,"246.33","Medium"
2540,"249.63","Medium"
2541,"192.36","Medium"
2542,"113.53","Medium"
2543,"325.91","Medium"
2544,"181.78","Medium"
2545,"17.62","Small"
2546,"82.05","Medium"
2547,"367.73","Medium"
2548,"177.3","Medium"
2549,"118.54","Medium"
2550,"94.87","Medium"
2551,"437.16","Medium"
2552,"297.33","Medium"
2553,"281.06","Medium"
2554,"226.12","Medium"
2555,"290.05","Medium"
2556,"144.42","Medium"
2557,"231.98","Medium"
2558,"333.12","Medium"
2559,"156.77","Medium"
2560,"190.29","Medium"
2561,"284.27","Medium"
2562,"94.43","Medium"
2563,"58.89","Medium"
2564,"372.89","Medium"
2565,"198.65","Medium"
2566,"114.04","Medium"
2567,"215.83","Medium"
2568,"339.07","Medium"
2569,"69.2","Medium"
2570,"105.73","Medium"
2571,"35.79","Small"
2572,"118.54","Medium"
2573,"376.87","Medium"
2574,"143.95","Medium"
2575,"258.97","Medium"
2576,"21.09","Small"
2577,"326.38","Medium"
2578,"345.43","Medium"
2579,"117.21","Medium"
2580,"270.81","Medium"
2581,"10.46","Small"
2582,"42.58","Small"
2583,"52.61","Medium"
2584,"183.42","Medium"
2585,"271.93","Medium"
2586,"113.43","Medium"
2587,"251.06","Medium"
2588,"352.54","Medium"
2589,"147.34","Medium"
2590,"251.91","Medium"
2591,"387.46","Medium"
2592,"327.56","Medium"
2593,"293.42","Medium"
2594,"385.05","Medium"
2595,"199.93","Medium"
2596,"234.69","Medium"
2597,"293.08","Medium"
2598,"221.33","Medium"
2599,"109.79","Medium"
2600,"167.78","Medium"
2601,"180.68","Medium"
2602,"140.84","Medium"
2603,"197.75","Medium"
2604,"77.89","Medium"
2605,"139.7","Medium"
2606,"125.2","Medium"
2607,"314.79","Medium"
2608,"292.98","Medium"
2609,"135.68","Medium"
2610,"246.32","Medium"
2611,"287.35","Medium"
2612,"267.1","Medium"
2613,"276.26","Medium"
2614,"218.27","Medium"
2615,"114.74","Medium"
2616,"347.66","Medium"
2617,"227.15","Medium"
2618,"167.5","Medium"
2619,"66.79","Medium"
2620,"260.68","Medium"
2621,"271.09","Medium"
2622,"492.99","Medium"
2623,"222.12","Medium"
2624,"178.49","Medium"
2625,"165.88","Medium"
2626,"34.56","Small"
2627,"176.31","Medium"
2628,"145.65","Medium"
2629,"263.14","Medium"
2630,"167.17","Medium"
2631,"198.84","Medium"
2632,"116.37","Medium"
2633,"331.43","Medium"
2634,"292.42","Medium"
2635,"316.25","Medium"
2636,"144.71","Medium"
2637,"332.14","Medium"
2638,"155.73","Medium"
2639,"35.82","Small"
2640,"288.17","Medium"
2641,"200.06","Medium"
2642,"93.27","Medium"
2643,"104.67","Medium"
2644,"300.8","Medium"
2645,"288.13","Medium"
2646,"410.79","Medium"
2647,"198.33","Medium"
2648,"362.11","Medium"
2649,"244.57","Medium"
2650,"121.34","Medium"
2651,"75.73","Medium"
2652,"219.82","Medium"
2653,"66.22","Medium"
2654,"227.67","Medium"
2655,"109.28","Medium"
2656,"229.7","Medium"
2657,"184.08","Medium"
2658,"224.41","Medium"
2659,"210.13","Medium"
2660,"246.53","Medium"
2661,"197.46","Medium"
2662,"29.26","Small"
2663,"12.79","Small"
2664,"94.07","Medium"
2665,"142.93","Medium"
2666,"216.73","Medium"
2667,"137.67","Medium"
2668,"90.08","Medium"
2669,"235.82","Medium"
2670,"58.99","Medium"
2671,"406.62","Medium"
2672,"121.97","Medium"
2673,"239.46","Medium"
2674,"11.4","Small"
2675,"125.15","Medium"
2676,"119.56","Medium"
2677,"45.55","Small"
2678,"274.52","Medium"
2679,"253.93","Medium"
2680,"265.8","Medium"
2681,"237.53","Medium"
2682,"24.32","Small"
2683,"381.67","Medium"
2684,"276.13","Medium"
2685,"181.47","Medium"
2686,"230.52","Medium"
2687,"274.85","Medium"
2688,"221.9","Medium"
2689,"81.09","Medium"
2690,"163.33","Medium"
2691,"341.39","Medium"
2692,"164.51","Medium"
2693,"136.94","Medium"
2694,"344.24","Medium"
2695,"191.43","Medium"
2696,"249.74","Medium"
2697,"365.84","Medium"
2698,"205.34","Medium"
2699,"236.57","Medium"
2700,"201.65","Medium"
2701,"136.19","Medium"
2702,"161.55","Medium"
2703,"219.96","Medium"
2704,"211.02","Medium"
2705,"172.65","Medium"
2706,"246.88","Medium"
2707,"254.7","Medium"
2708,"228.23","Medium"
2709,"268.73","Medium"
2710,"183.88","Medium"
2711,"304.81","Medium"
2712,"60.28","Medium"
2713,"246.65","Medium"
2714,"337.92","Medium"
2715,"187.88","Medium"
2716,"256.1","Medium"
2717,"67.54","Medium"
2718,"244.62","Medium"
2719,"85.63","Medium"
2720,"207.21","Medium"
2721,"279.4","Medium"
2722,"147.24","Medium"
2723,"23.38","Small"
2724,"279.26","Medium"
2725,"100.04","Medium"
2726,"47.1","Small"
2727,"67.37","Medium"
2728,"16.79","Small"
2729,"244.61","Medium"
2730,"168.68","Medium"
2731,"181.13","Medium"
2732,"58.2","Medium"
2733,"278.4","Medium"
2734,"104.85","Medium"
2735,"96.5","Medium"
2736,"211.93","Medium"
2737,"529.4760205792045","Large"
2738,"174.86","Medium"
2739,"47.7","Small"
2740,"256.97","Medium"
2741,"213.52","Medium"
2742,"136.13","Medium"
2743,"250.26","Medium"
2744,"213","Medium"
2745,"230.71","Medium"
2746,"345.12","Medium"
2747,"311.64","Medium"
2748,"59.84","Medium"
2749,"85.68","Medium"
2750,"259.55","Medium"
2751,"133.88","Medium"
2752,"185.81","Medium"
2753,"316.66","Medium"
2754,"230.5","Medium"
2755,"336.67","Medium"
2756,"167.36","Medium"
2757,"144.6","Medium"
2758,"63.25","Medium"
2759,"331.02","Medium"
2760,"116.02","Medium"
2761,"274.71","Medium"
2762,"360.91","Medium"
2763,"289.87","Medium"
2764,"358.33","Medium"
2765,"252.19","Medium"
2766,"46.34","Small"
2767,"205.46","Medium"
2768,"218.91","Medium"
2769,"217.59","Medium"
2770,"258.97","Medium"
2771,"215.98","Medium"
2772,"69.9","Medium"
2773,"158.99","Medium"
2774,"285.46","Medium"
2775,"186.03","Medium"
2776,"382.56","Medium"
2777,"302.03","Medium"
2778,"229.21","Medium"
2779,"245.08","Medium"
2780,"364.87","Medium"
2781,"93.09","Medium"
2782,"142.54","Medium"
2783,"229.02","Medium"
2784,"91.9","Medium"
2785,"96.17","Medium"
2786,"349.56","Medium"
2787,"382.38","Medium"
2788,"154.1","Medium"
2789,"188.87","Medium"
2790,"112.54","Medium"
2791,"132.11","Medium"
2792,"168.85","Medium"
2793,"94.58","Medium"
2794,"330.58","Medium"
2795,"262.82","Medium"
2796,"207.08","Medium"
2797,"23.74","Small"
2798,"302.32","Medium"
2799,"265.65","Medium"
2800,"132.65","Medium"
2801,"157.58","Medium"
2802,"54.08","Medium"
2803,"267.04","Medium"
2804,"332.88","Medium"
2805,"80.95","Medium"
2806,"272.5","Medium"
2807,"299.05","Medium"
2808,"134","Medium"
2809,"78.11","Medium"
2810,"43.55","Small"
2811,"189.26","Medium"
2812,"282.01","Medium"
2813,"184.1","Medium"
2814,"54.67","Medium"
2815,"265.3","Medium"
2816,"263.57","Medium"
2817,"395.13","Medium"
2818,"174.56","Medium"
2819,"216.49","Medium"
2820,"242.95","Medium"
2821,"45.59","Small"
2822,"122.44","Medium"
2823,"204.16","Medium"
2824,"104.97","Medium"
2825,"276.06","Medium"
2826,"345.4739050184615","Medium"
2827,"67.96","Medium"
2828,"257.48","Medium"
2829,"271.62","Medium"
2830,"91.53","Medium"
2831,"210.27","Medium"
2832,"186.71","Medium"
2833,"153.8","Medium"
2834,"362.39","Medium"
2835,"231.23","Medium"
2836,"125.32","Medium"
2837,"107.74","Medium"
2838,"193.7","Medium"
2839,"275.8","Medium"
2840,"109.88","Medium"
2841,"312.96","Medium"
2842,"589.93","Large"
2843,"143.65","Medium"
2844,"121.84","Medium"
2845,"51.15","Medium"
2846,"106.74","Medium"
2847,"218.54","Medium"
2848,"306.05","Medium"
2849,"67.75","Medium"
2850,"495.22","Medium"
2851,"132.51","Medium"
2852,"238.61","Medium"
2853,"2846.918697074848","Large"
2854,"60.44","Medium"
2855,"228.15","Medium"
2856,"181.3","Medium"
2857,"335.72","Medium"
2858,"272.06","Medium"
2859,"136.34","Medium"
2860,"295.4","Medium"
2861,"103.23","Medium"
2862,"51.32","Medium"
2863,"238.14","Medium"
2864,"224.42","Medium"
2865,"236.45","Medium"
2866,"413.84","Medium"
2867,"315.43","Medium"
2868,"34.52","Small"
2869,"183.9","Medium"
2870,"452.37","Medium"
2871,"227.82","Medium"
2872,"63.76","Medium"
2873,"47.49","Small"
2874,"310.84","Medium"
2875,"1378.7758251996895","Large"
2876,"91.07","Medium"
2877,"319.58","Medium"
2878,"170.96","Medium"
2879,"77.83","Medium"
2880,"357.05","Medium"
2881,"113.81","Medium"
2882,"298.87","Medium"
2883,"179.8","Medium"
2884,"264.66","Medium"
2885,"299.52","Medium"
2886,"130.69","Medium"
2887,"241.99","Medium"
2888,"328.33","Medium"
2889,"250.51","Medium"
2890,"232.18","Medium"
2891,"253.63","Medium"
2892,"325.53","Medium"
2893,"224.28","Medium"
2894,"135.11","Medium"
2895,"376.85","Medium"
2896,"311.01","Medium"
2897,"59.42","Medium"
2898,"34.6","Small"
2899,"297.46","Medium"
2900,"309.44","Medium"
2901,"83.11","Medium"
2902,"372.27","Medium"
2903,"72.37","Medium"
2904,"256.6","Medium"
2905,"51.37","Medium"
2906,"227.03","Medium"
2907,"81.72","Medium"
2908,"214.2","Medium"
2909,"242.09","Medium"
2910,"124.1","Medium"
2911,"53.19","Medium"
2912,"295.14","Medium"
2913,"234.45","Medium"
2914,"313.5","Medium"
2915,"85.89","Medium"
2916,"498.76","Medium"
2917,"250.96","Medium"
2918,"86.1","Medium"
2919,"283.32","Medium"
2920,"226.92","Medium"
2921,"314.77","Medium"
2922,"207.02","Medium"
2923,"376.59","Medium"
2924,"74.75","Medium"
2925,"207.98","Medium"
2926,"277.3333223211397","Medium"
2927,"175.07","Medium"
2928,"146.23","Medium"
2929,"328.59","Medium"
2930,"322.68","Medium"
2931,"268.77","Medium"
2932,"156.47","Medium"
2933,"100.97","Medium"
2934,"109.09","Medium"
2935,"138.84","Medium"
2936,"154.05","Medium"
2937,"216.62","Medium"
2938,"221.4","Medium"
2939,"131.98","Medium"
2940,"302.96","Medium"
2941,"192.24","Medium"
2942,"142.79","Medium"
2943,"254.73","Medium"
2944,"90.19","Medium"
2945,"85.62","Medium"
2946,"129.24","Medium"
2947,"130.5","Medium"
2948,"156.98","Medium"
2949,"33.18","Small"
2950,"135.71","Medium"
2951,"197.26","Medium"
2952,"186.17","Medium"
2953,"474.24","Medium"
2954,"237.24","Medium"
2955,"135.31","Medium"
2956,"244.65","Medium"
2957,"173.13","Medium"
2958,"327.7","Medium"
2959,"299.14","Medium"
2960,"267.87","Medium"
2961,"60.62","Medium"
2962,"219.35","Medium"
2963,"373.82","Medium"
2964,"44.15","Small"
2965,"175.07","Medium"
2966,"107.76","Medium"
2967,"248.36","Medium"
2968,"206.76","Medium"
2969,"110.31","Medium"
2970,"163.24","Medium"
2971,"178.21","Medium"
2972,"179.59","Medium"
2973,"271.2","Medium"
2974,"162.72","Medium"
2975,"99.09","Medium"
2976,"24.33","Small"
2977,"317.18","Medium"
2978,"396.62","Medium"
2979,"258.17","Medium"
2980,"274.06","Medium"
2981,"76.58","Medium"
2982,"348.45","Medium"
2983,"239.4","Medium"
2984,"346.62","Medium"
2985,"306.05","Medium"
2986,"204.51","Medium"
2987,"163.83","Medium"
2988,"186.33","Medium"
2989,"384.04","Medium"
2990,"144.03","Medium"
2991,"187.15","Medium"
2992,"291.86","Medium"
2993,"344.8","Medium"
2994,"104.44","Medium"
2995,"121.08","Medium"
2996,"230.16","Medium"
2997,"231.26","Medium"
2998,"216.09","Medium"
2999,"239.95","Medium"
3000,"103.6","Medium"
3001,"128.59","Medium"
3002,"199.65","Medium"
3003,"243.58","Medium"
3004,"316.57","Medium"
3005,"409.28","Medium"
3006,"222.14","Medium"
3007,"115.92","Medium"
3008,"217.16","Medium"
3009,"204.02","Medium"
3010,"33.39","Small"
3011,"243.86970543402168","Medium"
3012,"66.62","Medium"
3013,"61.53","Medium"
3014,"265.27","Medium"
3015,"172.68","Medium"
3016,"129.55","Medium"
3017,"141.5","Medium"
3018,"213.02","Medium"
3019,"292.32","Medium"
3020,"135.76","Medium"
3021,"243.08","Medium"
3022,"162.73","Medium"
3023,"98.06","Medium"
3024,"259.77","Medium"
3025,"181.17","Medium"
3026,"82.25","Medium"
3027,"124.73","Medium"
3028,"269.06","Medium"
3029,"155.17","Medium"
3030,"296.09","Medium"
3031,"136.99","Medium"
3032,"304.95","Medium"
3033,"345.16","Medium"
3034,"296.18","Medium"
3035,"331.84","Medium"
3036,"29.52","Small"
3037,"312.87","Medium"
3038,"285.21","Medium"
3039,"288.14","Medium"
3040,"186.97","Medium"
3041,"111.93","Medium"
3042,"109.22","Medium"
3043,"245.27","Medium"
3044,"241.82","Medium"
3045,"312.09","Medium"
3046,"301.23","Medium"
3047,"370.71","Medium"
3048,"112.46","Medium"
3049,"50.75","Medium"
3050,"185.73","Medium"
3051,"371.54","Medium"
3052,"215.36","Medium"
3053,"316.86","Medium"
3054,"33.12","Small"
3055,"116.58","Medium"
3056,"95.59","Medium"
3057,"113.81","Medium"
3058,"160.39","Medium"
3059,"90.46","Medium"
3060,"329.55","Medium"
3061,"349.29","Medium"
3062,"82.29","Medium"
3063,"39.78","Small"
3064,"209.81","Medium"
3065,"265.86","Medium"
3066,"206.57","Medium"
3067,"100.28","Medium"
3068,"290.29","Medium"
3069,"187.42","Medium"
3070,"252.84","Medium"
3071,"216.73","Medium"
3072,"191.47","Medium"
3073,"178.32","Medium"
3074,"246.6","Medium"
3075,"358.05","Medium"
3076,"126.61","Medium"
3077,"91.13","Medium"
3078,"60.26","Medium"
3079,"10.56","Small"
3080,"145.55","Medium"
3081,"208.46","Medium"
3082,"246.75","Medium"
3083,"197.87","Medium"
3084,"75.86","Medium"
3085,"93.35","Medium"
3086,"449.36284823910756","Medium"
3087,"366.96","Medium"
3088,"204.38","Medium"
3089,"321.71","Medium"
3090,"107.31","Medium"
3091,"232.95","Medium"
3092,"89.97","Medium"
3093,"34.37","Small"
3094,"314.39","Medium"
3095,"165.46","Medium"
3096,"258.21","Medium"
3097,"274.78","Medium"
3098,"969.8131414489295","Large"
3099,"134.14","Medium"
3100,"236.08","Medium"
3101,"181.06","Medium"
3102,"196.48","Medium"
3103,"150.19","Medium"
3104,"6.81","Small"
3105,"277.86","Medium"
3106,"299.67","Medium"
3107,"222.93","Medium"
3108,"30.95","Small"
3109,"246.42","Medium"
3110,"170.64","Medium"
3111,"285.94","Medium"
3112,"131.18","Medium"
3113,"206.29","Medium"
3114,"222.39","Medium"
3115,"37.88","Small"
3116,"141.43","Medium"
3117,"222.94","Medium"
3118,"225.45","Medium"
3119,"150.86","Medium"
3120,"60.73","Medium"
3121,"395.34","Medium"
3122,"159.69","Medium"
3123,"28.72","Small"
3124,"266.3","Medium"
3125,"150.93","Medium"
3126,"128.65","Medium"
3127,"236.67","Medium"
3128,"322.2","Medium"
3129,"143.63","Medium"
3130,"136.62","Medium"
3131,"133.44","Medium"
3132,"303.26","Medium"
3133,"147.17","Medium"
3134,"87.54","Medium"
3135,"311.55","Medium"
3136,"49.65","Small"
3137,"371.51","Medium"
3138,"242.52","Medium"
3139,"44.46","Small"
3140,"340.5","Medium"
3141,"129.34","Medium"
3142,"280.5","Medium"
3143,"316.45","Medium"
3144,"36.06","Small"
3145,"232.48","Medium"
3146,"224.53","Medium"
3147,"61.45","Medium"
3148,"313.39","Medium"
3149,"239.03","Medium"
3150,"103.02","Medium"
3151,"95.04","Medium"
3152,"236.79","Medium"
3153,"58.19","Medium"
3154,"209.12","Medium"
3155,"180.1","Medium"
3156,"371.17","Medium"
3157,"219.69","Medium"
3158,"221.65","Medium"
3159,"88.04","Medium"
3160,"293.46","Medium"
3161,"139.96","Medium"
3162,"112.94","Medium"
3163,"156.71","Medium"
3164,"1398.097132226766","Large"
3165,"111.77","Medium"
3166,"302.17","Medium"
3167,"99.47","Medium"
3168,"247.46","Medium"
3169,"240.5","Medium"
3170,"120.24","Medium"
3171,"17.46","Small"
3172,"225.7","Medium"
3173,"314.33","Medium"
3174,"281.36","Medium"
3175,"169.45","Medium"
3176,"328.58","Medium"
3177,"203.35","Medium"
3178,"116.04","Medium"
3179,"423.58","Medium"
3180,"176.74","Medium"
3181,"237.39","Medium"
3182,"91.48","Medium"
3183,"212.13","Medium"
3184,"217.87","Medium"
3185,"170.34","Medium"
3186,"362.92","Medium"
3187,"259.8","Medium"
3188,"172.23","Medium"
3189,"146.16","Medium"
3190,"287.05","Medium"
3191,"291.19","Medium"
3192,"126.09","Medium"
3193,"308.81","Medium"
3194,"266.97","Medium"
3195,"49.73","Small"
3196,"155.57","Medium"
3197,"352.09","Medium"
3198,"232.4","Medium"
3199,"325.75","Medium"
3200,"377.01","Medium"
3201,"338.43","Medium"
3202,"339.92","Medium"
3203,"57.69","Medium"
3204,"345.54","Medium"
3205,"176.77","Medium"
3206,"234.21","Medium"
3207,"264.4","Medium"
3208,"115.02","Medium"
3209,"221.13","Medium"
3210,"9.16","Small"
3211,"277.53","Medium"
3212,"322.34","Medium"
3213,"134.1","Medium"
3214,"339.75","Medium"
3215,"111.34","Medium"
3216,"146.35","Medium"
3217,"185.21","Medium"
3218,"276.28","Medium"
3219,"243.95","Medium"
3220,"84.58","Medium"
3221,"353.35","Medium"
3222,"312.57","Medium"
3223,"157.08","Medium"
3224,"92.31","Medium"
3225,"186.34","Medium"
3226,"183.23","Medium"
3227,"185.34","Medium"
3228,"58.25","Medium"
3229,"273.55","Medium"
3230,"86.52","Medium"
3231,"325.92","Medium"
3232,"55.42","Medium"
3233,"166.12","Medium"
3234,"486.08","Medium"
3235,"42.52","Small"
3236,"257.9","Medium"
3237,"265","Medium"
3238,"169.28","Medium"
3239,"96.99","Medium"
3240,"126.89","Medium"
3241,"86.96","Medium"
3242,"218.92","Medium"
3243,"221.12","Medium"
3244,"143.53","Medium"
3245,"195.96","Medium"
3246,"481.71","Medium"
3247,"26.34","Small"
3248,"164.22","Medium"
3249,"81.04","Medium"
3250,"210.34","Medium"
3251,"258.32","Medium"
3252,"103.5","Medium"
3253,"227.5","Medium"
3254,"342.94","Medium"
3255,"148.06","Medium"
3256,"284.71","Medium"
3257,"229.67","Medium"
3258,"163.27","Medium"
3259,"128.98","Medium"
3260,"110.25","Medium"
3261,"323.14","Medium"
3262,"232.17","Medium"
3263,"271.57","Medium"
3264,"301.57","Medium"
3265,"320.15","Medium"
3266,"51.97","Medium"
3267,"68.41","Medium"
3268,"103.61","Medium"
3269,"253.7","Medium"
3270,"199.24","Medium"
3271,"259.97","Medium"
3272,"396.83","Medium"
3273,"79.24","Medium"
3274,"186.39","Medium"
3275,"101.25","Medium"
3276,"292.73","Medium"
3277,"103.36","Medium"
3278,"226.55","Medium"
3279,"87.04","Medium"
3280,"107.74","Medium"
3281,"2510.304107384335","Large"
3282,"79.25","Medium"
3283,"385.29","Medium"
3284,"202.08","Medium"
3285,"60.98","Medium"
3286,"250.11","Medium"
3287,"287.81","Medium"
3288,"157.67","Medium"
3289,"270.06","Medium"
3290,"232.66","Medium"
3291,"158.81","Medium"
3292,"361.46","Medium"
3293,"111.39","Medium"
3294,"131.36","Medium"
3295,"228.12","Medium"
3296,"180.71","Medium"
3297,"135.07","Medium"
3298,"168.2","Medium"
3299,"387.64","Medium"
3300,"314.63","Medium"
3301,"143.87","Medium"
3302,"374.11","Medium"
3303,"314.7","Medium"
3304,"129.19","Medium"
3305,"372.7","Medium"
3306,"207.95","Medium"
3307,"288.71","Medium"
3308,"191.47","Medium"
3309,"297.67","Medium"
3310,"129.68","Medium"
3311,"167.77","Medium"
3312,"51.51","Medium"
3313,"274.01","Medium"
3314,"226.89","Medium"
3315,"71.55","Medium"
3316,"293.07","Medium"
3317,"106.15","Medium"
3318,"190.22","Medium"
3319,"178.12","Medium"
3320,"119.32","Medium"
3321,"339.39","Medium"
3322,"90.82","Medium"
3323,"156.73","Medium"
3324,"235.52","Medium"
3325,"217.53","Medium"
3326,"294.33","Medium"
3327,"152.2","Medium"
3328,"144.51","Medium"
3329,"24.02","Small"
3330,"234.91","Medium"
3331,"116.74","Medium"
3332,"356.16","Medium"
3333,"162.22","Medium"
3334,"115.55","Medium"
3335,"595.4074167672559","Large"
3336,"161.74","Medium"
3337,"203.16","Medium"
3338,"127.35","Medium"
3339,"60.6","Medium"
3340,"46.42","Small"
3341,"796.895018391581","Large"
3342,"54.66","Medium"
3343,"223.28","Medium"
3344,"177.32","Medium"
3345,"232.53","Medium"
3346,"213.12","Medium"
3347,"86.24","Medium"
3348,"336.31","Medium"
3349,"445.41","Medium"
3350,"149.84","Medium"
3351,"129.29","Medium"
3352,"338.67","Medium"
3353,"77.62","Medium"
3354,"51.59","Medium"
3355,"282.21","Medium"
3356,"26.35","Small"
3357,"192.31","Medium"
3358,"146.07","Medium"
3359,"237.13","Medium"
3360,"276.69","Medium"
3361,"234.72","Medium"
3362,"282.14","Medium"
3363,"171.18","Medium"
3364,"367.67","Medium"
3365,"110.87","Medium"
