transaction_id,customer_id,merchant_id,card_id,amount,timestamp,transaction_type,is_fraud
7097,50,75,110,312.95,2025-08-21 15:04:32,POS,0
7098,722,53,1450,373.62,2025-07-12 12:47:04,POS,0
7099,390,160,804,133.15,2025-09-12 22:11:03,POS,0
7100,41,40,92,217.88,2025-09-10 00:02:22,Online,0
7101,506,192,1037,150.99,2025-08-02 23:04:50,Online,0
7102,552,131,1122,353.0,2025-07-01 05:49:39,POS,0
7103,227,22,452,88.48,2025-08-22 06:56:04,Online,0
7104,584,155,1182,159.62,2025-06-14 04:48:12,Online,0
7105,302,62,627,375.15,2025-08-17 07:26:45,POS,0
7106,679,117,1371,197.91,2025-06-22 18:44:08,Online,0
7107,59,200,129,257.39,2025-09-14 10:19:36,POS,0
7108,121,31,246,51.88,2025-06-24 03:06:31,POS,0
7109,246,153,501,263.23,2025-10-25 07:46:23,POS,0
7110,517,124,1059,183.21,2025-08-29 09:45:08,POS,0
7111,38,127,86,69.93,2025-10-16 07:11:15,Online,0
7112,335,26,692,186.67,2025-09-24 10:45:47,Online,0
7113,30,90,73,232.13,2025-07-25 17:21:30,Online,0
7114,384,29,791,159.66,2025-10-31 08:42:30,POS,0
7115,415,113,853,5.4,2025-09-10 05:14:03,POS,0
7116,533,51,1087,36.67,2025-09-08 12:48:24,Online,0
7117,255,67,520,368.51,2025-11-14 09:19:40,POS,0
7118,675,39,1364,237.28,2025-07-28 18:09:19,POS,0
7119,60,129,130,324.88,2025-10-22 01:48:03,POS,0
7120,638,130,1291,117.38,2025-06-20 06:33:01,POS,0
7121,744,35,1501,47.34,2025-07-24 15:38:52,Online,0
7122,254,110,517,299.15,2025-05-25 04:24:42,Online,0
7123,151,196,301,214.23,2025-06-22 06:05:59,POS,0
7124,731,141,1474,86.08,2025-10-13 13:23:42,POS,0
7125,420,172,862,18.79,2025-05-16 08:59:04,POS,0
7126,161,110,320,154.71,2025-10-27 13:29:18,Online,0
7127,774,51,1560,70.19,2025-06-04 02:20:21,Online,0
7128,707,162,1419,120.84,2025-06-11 05:41:43,POS,0
7129,695,93,1396,484.31,2025-08-22 01:51:47,POS,0
7130,219,99,437,247.17,2025-06-15 14:28:01,POS,0
7131,535,108,1090,302.93,2025-10-18 09:39:15,POS,0
7132,252,127,514,102.59,2025-10-25 16:00:49,POS,0
7133,371,151,765,134.03,2025-10-16 05:50:52,Online,0
7134,251,3,511,203.13,2025-06-28 09:28:54,POS,0
7135,581,20,1177,144.55,2025-11-01 11:07:55,POS,0
7136,767,131,1545,263.51,2025-06-30 23:19:45,POS,0
7137,68,172,144,100.51,2025-06-27 10:05:38,POS,0
7138,153,130,304,279.95,2025-08-08 06:28:40,Online,0
7139,395,127,816,314.81,2025-08-14 07:19:26,POS,0
7140,642,127,1301,341.41,2025-10-26 10:14:05,Online,0
7141,464,149,947,67.55,2025-07-20 16:55:26,Online,0
7142,438,70,900,66.86,2025-10-15 02:17:08,Online,0
7143,464,8,948,255.37,2025-06-17 08:39:12,Online,0
7144,537,42,1094,56.41,2025-11-10 09:24:02,Online,0
7145,45,106,101,169.33,2025-09-08 14:33:16,POS,0
7146,403,132,831,82.08,2025-09-08 01:31:10,Online,0
7147,234,35,469,3215.6643304910317,2025-08-27 00:23:36,Online,1
7148,772,21,1555,130.68,2025-09-07 16:58:11,POS,0
7149,589,89,1193,285.38,2025-06-20 21:54:38,POS,0
7150,305,143,636,234.67,2025-05-18 07:02:37,POS,0
7151,116,65,237,282.52,2025-09-13 21:51:55,POS,0
7152,649,196,1312,265.24,2025-08-24 10:01:51,POS,0
7153,93,53,200,64.45,2025-10-11 10:26:09,POS,0
7154,526,73,1075,279.67,2025-08-27 00:14:11,POS,0
7155,459,95,938,80.81,2025-09-20 00:45:46,Online,0
7156,251,120,511,266.28,2025-06-28 10:49:40,POS,0
7157,15,196,37,212.28,2025-06-28 02:04:57,POS,0
7158,375,40,772,253.73,2025-07-24 11:00:33,POS,0
7159,153,153,304,335.26,2025-09-12 09:05:44,Online,0
7160,586,153,1186,270.57,2025-07-19 10:15:10,POS,0
7161,403,144,831,331.16,2025-07-21 13:11:03,Online,0
7162,235,197,471,246.42,2025-09-03 07:49:02,POS,0
7163,154,1,306,210.37,2025-11-13 22:38:34,Online,0
7164,567,182,1150,254.13,2025-07-19 06:06:41,Online,0
7165,336,194,694,104.16,2025-06-06 03:12:29,Online,0
7166,452,87,923,271.37,2025-06-28 10:15:32,Online,0
7167,139,51,280,298.63,2025-11-13 19:11:32,POS,0
7168,351,149,727,270.27,2025-05-23 14:14:47,Online,0
7169,48,87,106,23.41,2025-11-06 04:59:51,POS,0
7170,520,68,1063,183.06,2025-09-20 00:49:41,Online,0
7171,451,117,921,581.58,2025-08-17 02:58:41,POS,0
7172,713,122,1433,228.3,2025-11-07 07:26:49,POS,0
7173,2,165,5,116.63,2025-08-06 22:33:04,Online,0
7174,97,4,206,380.29,2025-06-20 14:32:56,Online,0
7175,289,10,602,266.26,2025-07-11 12:35:47,POS,0
7176,91,200,197,197.84,2025-07-29 19:52:43,POS,0
7177,677,6,1366,73.97,2025-07-11 01:45:16,POS,0
7178,750,68,1515,922.1353461655855,2025-09-05 21:18:48,POS,1
7179,136,85,275,181.07,2025-09-20 13:13:12,Online,0
7180,734,26,1481,32.02,2025-10-01 10:15:20,Online,0
7181,568,16,1153,386.71,2025-08-25 17:23:12,POS,0
7182,326,22,676,266.1,2025-05-18 18:44:11,POS,0
7183,585,89,1184,1470.3729147586687,2025-08-01 22:04:32,Online,1
7184,38,174,86,335.98,2025-07-14 04:48:29,POS,0
7185,740,6,1495,40.92,2025-10-31 17:56:38,Online,0
7186,712,198,1432,182.69,2025-09-14 01:23:09,Online,0
7187,575,119,1166,141.85,2025-10-22 02:00:38,POS,0
7188,678,157,1369,124.68,2025-06-30 06:32:16,Online,0
7189,86,142,185,70.91,2025-10-30 03:24:50,Online,0
7190,372,106,767,129.57,2025-08-26 21:10:39,Online,0
7191,786,119,1587,179.39,2025-08-23 05:50:15,Online,0
7192,753,111,1521,391.6318828576243,2025-06-27 07:40:40,POS,1
7193,789,180,1594,225.61,2025-09-20 09:51:05,POS,0
7194,600,110,1216,77.8,2025-11-13 11:17:23,POS,0
7195,624,178,1263,220.51,2025-09-03 09:27:28,Online,0
7196,729,9,1469,310.53,2025-10-26 19:32:13,Online,0
7197,747,135,1507,150.75,2025-06-02 06:36:23,POS,0
7198,695,144,1396,292.08,2025-11-10 20:40:40,POS,0
7199,289,10,602,147.71,2025-11-12 04:53:09,Online,0
7200,275,199,570,163.44,2025-09-19 21:25:20,Online,0
7201,117,64,238,147.06,2025-06-30 22:52:30,Online,0
7202,356,190,735,123.46,2025-07-21 17:24:26,Online,0
7203,515,136,1056,98.21,2025-08-28 07:33:52,POS,0
7204,459,57,939,93.06,2025-09-08 10:48:10,POS,0
7205,787,61,1590,155.35,2025-10-03 02:50:15,Online,0
7206,393,14,812,177.17,2025-10-15 15:47:10,Online,0
7207,31,47,75,221.99,2025-08-25 16:31:51,Online,0
7208,116,121,237,281.09,2025-10-08 00:06:21,POS,0
7209,616,15,1246,182.36,2025-07-06 18:10:34,Online,0
7210,160,197,318,121.56,2025-08-23 04:41:23,Online,0
7211,642,144,1301,144.45,2025-09-12 10:10:59,Online,0
7212,763,175,1537,39.13,2025-06-22 23:37:32,Online,0
7213,377,150,776,161.26,2025-06-15 03:27:36,POS,0
7214,247,138,502,189.89,2025-08-21 09:30:50,Online,0
7215,462,4,945,75.63,2025-07-27 18:11:56,POS,0
7216,789,117,1593,140.9,2025-11-06 02:48:41,POS,0
7217,337,132,695,194.68,2025-05-22 06:49:29,POS,0
7218,28,68,67,164.41,2025-06-10 06:09:39,POS,0
7219,60,193,131,83.9,2025-10-08 20:43:39,Online,0
7220,97,77,206,29.72,2025-08-09 19:04:41,POS,0
7221,73,20,154,58.51,2025-08-31 10:03:43,Online,0
7222,713,167,1434,1969.7336196037618,2025-05-31 10:38:28,POS,1
7223,643,113,1302,132.56,2025-10-10 15:09:45,Online,0
7224,726,177,1461,160.47,2025-06-27 12:34:12,Online,0
7225,330,48,683,189.51,2025-07-03 02:45:25,POS,0
7226,197,34,393,161.31,2025-05-23 10:38:33,Online,0
7227,592,117,1198,28.53,2025-07-16 19:52:26,Online,0
7228,230,178,458,348.76,2025-09-02 14:56:14,POS,0
7229,589,167,1193,178.84,2025-07-28 21:07:24,Online,0
7230,592,121,1199,60.95,2025-07-24 04:05:11,POS,0
7231,517,15,1058,250.57,2025-09-21 03:27:49,Online,0
7232,298,2,618,182.97,2025-10-19 06:48:39,Online,0
7233,675,70,1364,158.97,2025-05-23 15:17:03,Online,0
7234,220,194,438,293.7,2025-07-28 02:56:07,Online,0
7235,494,80,1009,221.64,2025-09-03 23:29:19,Online,0
7236,760,156,1534,238.01,2025-07-31 15:36:01,Online,0
7237,4,86,9,187.72,2025-07-19 10:10:45,Online,0
7238,765,16,1541,249.3,2025-09-10 04:13:01,POS,0
7239,628,67,1272,289.56,2025-05-22 18:01:50,POS,0
7240,470,64,958,171.35,2025-09-29 02:43:45,POS,0
7241,219,7,436,132.0,2025-08-30 23:52:57,Online,0
7242,208,154,414,251.52,2025-11-09 14:32:11,Online,0
7243,218,70,434,208.68,2025-06-13 14:40:29,Online,0
7244,666,77,1345,159.41,2025-10-17 17:18:36,POS,0
7245,456,22,933,253.17,2025-07-15 04:50:28,Online,0
7246,550,133,1117,279.05,2025-09-30 12:12:45,Online,0
7247,515,142,1054,1351.970097471098,2025-09-20 10:48:51,Online,1
7248,152,188,303,133.05,2025-08-13 03:57:57,Online,0
7249,658,135,1329,100.4,2025-08-17 00:13:15,Online,0
7250,63,104,136,163.75,2025-07-02 05:27:01,Online,0
7251,250,35,507,312.09,2025-09-19 13:27:33,POS,0
7252,722,181,1451,186.12,2025-10-03 19:10:02,Online,0
7253,376,200,773,282.71,2025-08-04 14:34:50,Online,0
7254,709,39,1424,198.1,2025-07-31 22:50:11,Online,0
7255,215,141,427,235.47,2025-07-07 04:57:53,POS,0
7256,408,88,839,170.36,2025-06-17 01:30:44,Online,0
7257,520,98,1063,344.58,2025-11-05 00:42:43,Online,0
7258,89,93,193,192.18,2025-06-23 03:55:42,Online,0
7259,56,162,124,170.81,2025-11-14 01:27:12,Online,0
7260,723,150,1453,178.67,2025-08-04 09:55:51,Online,0
7261,69,68,145,94.76,2025-06-12 13:07:28,Online,0
7262,253,42,515,292.33,2025-09-01 15:55:45,POS,0
7263,765,183,1541,133.47,2025-08-14 22:14:00,POS,0
7264,354,34,731,390.07,2025-09-23 14:03:24,Online,0
7265,66,65,139,234.4,2025-05-27 06:30:18,POS,0
7266,722,158,1451,224.53,2025-06-12 08:42:29,Online,0
7267,237,49,478,159.65,2025-07-04 13:16:19,POS,0
7268,752,91,1518,217.73,2025-09-27 23:12:10,Online,0
7269,507,102,1038,122.3,2025-10-30 06:43:22,Online,0
7270,523,53,1069,179.77,2025-10-12 17:33:37,POS,0
7271,499,81,1022,207.69,2025-09-25 03:41:34,POS,0
7272,680,154,1372,287.54,2025-10-04 16:13:18,POS,0
7273,19,38,49,160.61,2025-09-11 00:42:59,Online,0
7274,538,146,1095,78.72,2025-10-17 01:40:58,POS,0
7275,554,102,1128,170.25,2025-07-16 19:32:48,POS,0
7276,108,123,227,317.33,2025-11-12 08:45:50,Online,0
7277,60,67,130,280.01,2025-07-24 19:18:35,POS,0
7278,432,135,891,151.56,2025-09-20 18:00:23,Online,0
7279,426,186,875,200.01,2025-08-20 05:31:39,POS,0
7280,708,10,1422,121.34,2025-05-16 10:39:56,Online,0
7281,46,167,103,226.82,2025-10-22 05:16:07,POS,0
7282,496,33,1016,371.69,2025-06-07 19:22:37,POS,0
7283,157,22,312,35.43,2025-08-30 14:59:52,Online,0
7284,384,91,790,59.22,2025-06-16 00:50:39,POS,0
7285,348,24,723,72.72,2025-10-25 22:35:18,POS,0
7286,645,110,1306,22.99,2025-09-23 11:37:07,Online,0
7287,478,10,975,146.38,2025-09-15 04:31:16,Online,0
7288,648,161,1311,223.77,2025-07-23 03:53:08,Online,0
7289,40,14,90,56.8,2025-06-16 06:39:22,Online,0
7290,496,188,1016,94.88,2025-10-23 14:43:49,Online,0
7291,91,172,197,280.1,2025-08-23 06:54:05,Online,0
7292,484,26,989,219.16,2025-06-16 00:27:59,POS,0
7293,709,48,1425,185.1,2025-06-23 07:07:40,Online,0
7294,716,68,1440,442.53,2025-06-20 06:54:00,POS,0
7295,221,65,443,272.38,2025-06-09 16:29:33,Online,0
7296,697,133,1398,160.9,2025-07-23 08:51:09,Online,0
7297,574,166,1165,328.54,2025-06-04 21:14:44,Online,0
7298,624,189,1264,160.06780789223632,2025-09-04 11:52:16,Online,1
7299,355,98,733,280.06,2025-09-03 06:54:55,Online,0
7300,436,100,895,137.93,2025-07-15 19:09:39,Online,0
7301,510,92,1042,210.45,2025-10-25 12:09:11,POS,0
7302,64,175,137,9.73,2025-10-16 09:45:02,POS,0
7303,524,97,1070,211.43,2025-09-25 03:07:00,Online,0
7304,200,17,398,293.81,2025-10-14 10:43:33,POS,0
7305,77,67,163,328.96,2025-06-08 20:16:41,Online,0
7306,377,76,775,310.19,2025-07-04 20:13:57,Online,0
7307,438,121,900,219.99,2025-06-27 16:59:25,POS,0
7308,656,114,1324,316.72,2025-07-11 17:00:22,POS,0
7309,652,102,1316,84.14,2025-10-19 08:23:56,POS,0
7310,464,109,948,48.7,2025-08-15 13:52:57,POS,0
7311,747,94,1507,310.88,2025-10-11 16:29:19,Online,0
7312,573,35,1162,396.81,2025-07-22 03:25:56,Online,0
7313,68,147,143,67.02,2025-06-18 04:06:40,POS,0
7314,233,26,465,188.84,2025-07-09 20:24:41,POS,0
7315,101,28,215,108.35,2025-10-02 04:58:48,POS,0
7316,281,199,585,208.95,2025-08-23 22:32:50,Online,0
7317,315,52,655,110.6,2025-07-09 07:04:36,POS,0
7318,214,52,424,349.37,2025-05-27 04:04:11,POS,0
7319,737,148,1490,188.35,2025-07-18 04:02:11,Online,0
7320,661,105,1334,322.95,2025-09-02 21:34:18,Online,0
7321,414,165,850,261.68,2025-06-04 19:56:26,POS,0
7322,650,35,1313,383.51,2025-05-30 22:51:30,POS,0
7323,296,154,614,307.79,2025-07-30 00:34:44,Online,0
7324,27,170,65,218.33,2025-08-16 09:26:32,Online,0
7325,481,68,978,327.75,2025-10-10 06:51:56,Online,0
7326,560,46,1139,154.42,2025-06-23 10:36:36,POS,0
7327,489,133,1000,238.43,2025-10-09 06:34:06,POS,0
7328,69,137,146,288.49,2025-11-02 21:53:27,POS,0
7329,13,106,33,296.39,2025-06-20 07:06:53,POS,0
7330,312,12,650,69.42,2025-10-15 01:34:51,Online,0
7331,155,70,308,158.83,2025-08-10 19:25:11,Online,0
7332,683,140,1375,171.29,2025-07-07 08:10:35,Online,0
7333,518,136,1060,158.47,2025-09-19 16:17:13,POS,0
7334,200,65,398,352.87,2025-10-25 12:19:41,Online,0
7335,401,112,827,52.39,2025-07-31 14:57:09,Online,0
7336,198,190,394,152.7,2025-05-31 16:28:33,POS,0
7337,666,183,1346,281.37,2025-08-04 13:39:36,Online,0
7338,731,194,1474,118.32,2025-06-01 20:32:59,POS,0
7339,358,84,739,200.1,2025-09-04 16:50:54,POS,0
7340,487,2,995,184.34,2025-09-25 16:44:50,POS,0
7341,538,37,1095,132.46,2025-06-26 07:26:03,Online,0
7342,430,164,887,76.56,2025-10-02 17:46:04,POS,0
7343,784,96,1582,356.95,2025-09-20 23:36:00,Online,0
7344,200,10,398,336.14,2025-11-03 16:26:48,Online,0
7345,271,59,556,167.83,2025-06-07 09:00:21,Online,0
7346,487,28,995,196.84,2025-06-03 06:24:39,Online,0
7347,505,85,1034,201.33,2025-08-31 15:31:06,Online,0
7348,165,70,331,434.87,2025-11-05 12:13:02,Online,0
7349,665,182,1344,154.4,2025-07-09 13:37:02,POS,0
7350,119,94,242,155.54,2025-09-23 12:28:50,POS,0
7351,188,41,377,251.94,2025-08-23 19:52:27,Online,0
7352,519,69,1061,195.7,2025-08-03 08:54:22,POS,0
7353,655,30,1323,140.29,2025-08-31 10:41:07,POS,0
7354,203,168,403,153.05,2025-09-17 01:01:29,POS,0
7355,86,146,183,197.7,2025-08-08 10:58:48,POS,0
7356,438,142,900,199.08,2025-06-12 09:28:51,Online,0
7357,265,199,541,188.68,2025-07-19 06:53:26,POS,0
7358,39,7,88,61.06,2025-08-23 07:15:21,POS,0
7359,230,158,458,200.63,2025-06-13 05:51:35,POS,0
7360,271,49,558,306.18,2025-07-13 21:09:47,POS,0
7361,401,70,827,276.86,2025-09-11 16:46:38,POS,0
7362,474,197,968,63.66,2025-10-19 23:55:56,Online,0
7363,774,9,1560,309.27,2025-07-11 05:22:17,Online,0
7364,129,9,261,256.2,2025-10-31 13:23:12,POS,0
7365,413,164,849,227.99,2025-10-18 07:41:40,POS,0
7366,231,119,459,172.55,2025-10-28 20:54:01,POS,0
7367,588,31,1190,247.1,2025-07-18 01:35:16,Online,0
7368,463,144,946,271.49,2025-07-15 13:21:03,POS,0
7369,517,69,1058,71.09,2025-07-18 03:06:31,POS,0
7370,229,172,456,8.13,2025-05-20 16:50:51,POS,0
7371,453,7,925,379.8,2025-11-03 00:35:25,Online,0
7372,621,163,1257,18.0,2025-06-15 15:04:46,POS,0
7373,493,140,1008,90.81,2025-10-24 16:58:00,POS,0
7374,316,88,657,86.04,2025-09-10 16:25:33,POS,0
7375,732,38,1475,309.4826455826032,2025-11-08 12:25:56,POS,1
7376,266,57,542,29.08,2025-08-13 15:36:35,POS,0
7377,772,136,1556,233.23,2025-10-04 23:50:21,POS,0
7378,184,13,365,58.46,2025-11-08 03:28:30,POS,0
7379,406,65,836,131.63,2025-10-31 00:08:46,Online,0
7380,47,183,105,326.93,2025-05-28 21:50:23,Online,0
7381,621,59,1258,301.34,2025-08-10 00:57:23,POS,0
7382,400,196,825,187.42,2025-09-04 09:46:15,POS,0
7383,727,38,1462,303.51,2025-08-28 22:09:25,POS,0
7384,293,46,610,178.14,2025-07-28 08:55:31,POS,0
7385,488,87,996,184.1,2025-08-07 10:41:21,Online,0
7386,97,122,206,97.28,2025-10-05 21:32:02,Online,0
7387,290,135,605,109.51,2025-08-17 09:35:16,Online,0
7388,134,176,272,233.57,2025-09-12 12:12:04,Online,0
7389,668,24,1349,237.28,2025-09-05 08:14:13,POS,0
7390,799,10,1615,181.09,2025-10-12 10:56:03,POS,0
7391,8,19,19,223.82,2025-06-06 02:06:38,Online,0
7392,515,188,1055,258.07,2025-08-08 11:07:06,POS,0
7393,255,37,519,139.4,2025-06-08 01:27:25,Online,0
7394,789,30,1594,296.89,2025-10-08 23:04:04,Online,0
7395,501,17,1025,276.1,2025-05-28 18:57:52,Online,0
7396,751,55,1517,144.16,2025-06-13 00:17:14,POS,0
7397,704,76,1414,305.8,2025-05-25 10:17:11,Online,0
7398,417,172,856,1220.9390106803637,2025-11-08 20:11:51,Online,1
7399,202,80,401,153.7,2025-06-03 21:54:56,POS,0
7400,471,104,962,126.85,2025-08-26 07:54:16,POS,0
7401,561,14,1141,286.01,2025-11-07 19:14:10,POS,0
7402,265,43,541,1836.7043393919896,2025-06-13 02:05:37,POS,1
7403,215,92,425,174.9,2025-10-09 01:20:23,POS,0
7404,513,90,1048,979.7957268207828,2025-10-28 18:48:07,Online,1
7405,738,180,1492,306.38,2025-08-03 09:18:36,POS,0
7406,153,4,304,284.32,2025-06-01 16:28:02,POS,0
7407,345,41,714,295.78,2025-06-07 04:51:20,POS,0
7408,610,160,1233,122.36,2025-08-23 14:39:16,Online,0
7409,40,167,90,130.87,2025-05-28 06:51:03,Online,0
7410,291,89,606,278.07,2025-11-01 04:08:49,POS,0
7411,465,49,950,360.52,2025-05-27 10:53:38,POS,0
7412,561,188,1140,207.27,2025-05-17 12:25:16,Online,0
7413,681,37,1373,55.59,2025-08-28 02:18:07,POS,0
7414,514,25,1051,277.22,2025-09-14 22:55:38,Online,0
7415,207,172,413,185.17,2025-08-16 16:40:02,Online,0
7416,293,156,610,296.29,2025-08-20 21:46:20,POS,0
7417,176,99,351,105.87,2025-11-06 11:43:49,POS,0
7418,529,2,1081,131.57,2025-06-11 01:51:55,Online,0
7419,310,45,643,130.26,2025-07-07 04:56:54,POS,0
7420,8,109,19,153.71,2025-08-05 08:54:27,Online,0
7421,690,62,1389,35.48,2025-10-02 03:21:56,Online,0
7422,100,38,213,65.99,2025-10-25 00:51:06,Online,0
7423,366,160,754,548.41,2025-06-20 13:16:47,POS,0
7424,12,37,31,37.16,2025-10-31 13:23:32,POS,0
7425,13,9,34,368.97,2025-07-20 00:49:54,POS,0
7426,51,132,112,307.39,2025-10-14 23:48:03,POS,0
7427,486,186,992,372.15,2025-08-11 15:14:49,POS,0
7428,17,12,44,173.91,2025-08-22 08:14:25,Online,0
7429,195,47,389,137.52,2025-06-19 07:38:06,Online,0
7430,76,144,160,123.41,2025-08-14 10:11:14,Online,0
7431,160,54,318,45.74,2025-09-22 23:49:12,Online,0
7432,748,57,1509,130.75,2025-10-03 19:41:49,Online,0
7433,264,97,540,347.24,2025-08-13 00:28:40,Online,0
7434,746,181,1506,165.75,2025-06-24 20:18:49,Online,0
7435,641,119,1299,87.71,2025-10-11 16:23:20,POS,0
7436,293,71,610,145.53,2025-11-05 07:50:00,POS,0
7437,213,98,422,188.3,2025-08-08 14:28:24,Online,0
7438,85,84,182,161.61,2025-08-04 04:41:12,Online,0
7439,596,26,1208,227.33,2025-09-13 07:10:45,POS,0
7440,730,4,1471,226.75,2025-11-05 22:28:30,POS,0
7441,120,145,244,350.76,2025-07-23 21:21:42,Online,0
7442,553,174,1123,366.0,2025-05-21 14:52:54,Online,0
7443,83,80,177,186.73,2025-06-24 03:01:21,POS,0
7444,183,90,363,95.03,2025-05-24 00:50:05,Online,0
7445,661,47,1334,224.96,2025-08-18 23:33:16,Online,0
7446,143,170,284,52.3,2025-10-09 07:21:33,POS,0
7447,762,122,1536,217.94,2025-06-22 03:12:03,POS,0
7448,687,99,1383,280.99,2025-05-31 05:10:55,Online,0
7449,494,199,1011,2209.6008659282334,2025-08-26 02:15:15,POS,1
7450,153,66,304,70.77,2025-08-05 15:44:13,POS,0
7451,9,147,21,258.35,2025-06-24 12:16:57,POS,0
7452,169,104,337,255.14,2025-07-25 03:51:25,POS,0
7453,242,10,491,100.43,2025-10-22 01:31:46,Online,0
7454,98,153,208,406.67,2025-07-12 02:18:46,Online,0
7455,214,67,424,167.64,2025-06-09 02:12:15,POS,0
7456,539,77,1098,101.89,2025-08-08 04:24:09,POS,0
7457,226,187,450,465.97,2025-06-14 15:05:40,Online,0
7458,669,128,1351,77.84,2025-09-12 11:18:26,Online,0
7459,78,171,166,145.92,2025-08-18 14:03:39,Online,0
7460,20,198,50,208.8,2025-06-10 12:55:04,Online,0
7461,751,160,1517,235.66,2025-10-03 08:39:45,POS,0
7462,647,135,1309,277.92,2025-05-30 00:46:19,Online,0
7463,509,8,1041,1161.0479829392252,2025-09-28 13:55:12,POS,1
7464,485,177,990,80.69,2025-07-31 02:29:19,POS,0
7465,760,35,1534,176.31,2025-10-15 10:46:20,Online,0
7466,246,61,501,25.83,2025-06-07 14:09:44,POS,0
7467,142,183,283,217.83,2025-07-04 14:33:18,Online,0
7468,78,128,165,82.05,2025-08-01 03:12:57,POS,0
7469,426,33,876,109.89,2025-08-11 08:02:50,Online,0
7470,710,48,1426,82.19,2025-06-29 14:12:57,POS,0
7471,395,130,815,199.07,2025-09-28 15:34:19,Online,0
7472,710,32,1427,187.37,2025-08-30 10:58:59,Online,0
7473,736,67,1485,147.45,2025-07-18 16:59:43,Online,0
7474,104,188,220,265.2,2025-06-12 10:48:10,Online,0
7475,695,63,1396,402.38,2025-08-11 05:25:43,POS,0
7476,291,175,607,238.67,2025-07-16 02:19:37,POS,0
7477,54,49,121,277.5,2025-10-14 00:29:58,Online,0
7478,300,50,622,225.56,2025-10-29 11:04:47,Online,0
7479,324,40,673,241.45,2025-10-03 00:31:32,POS,0
7480,464,116,949,268.55,2025-06-04 19:01:55,Online,0
7481,299,163,621,2309.464979175262,2025-09-14 07:26:58,Online,1
7482,791,64,1597,206.26,2025-10-11 18:37:46,Online,0
7483,622,70,1259,92.03,2025-11-06 19:05:17,POS,0
7484,610,173,1233,399.42,2025-11-12 14:06:10,Online,0
7485,585,107,1184,304.36,2025-08-19 03:09:54,Online,0
7486,125,3,252,1452.1137558519736,2025-08-13 04:06:08,Online,1
7487,148,117,294,285.58,2025-08-18 18:15:08,Online,0
7488,168,176,335,296.24,2025-06-10 07:14:18,POS,0
7489,755,39,1526,167.6,2025-07-01 23:23:55,Online,0
7490,206,178,411,188.14,2025-05-20 01:19:48,Online,0
7491,532,30,1086,326.75,2025-10-23 12:27:23,POS,0
7492,125,34,254,117.03,2025-08-02 10:30:53,Online,0
7493,214,102,424,154.21,2025-08-17 01:21:33,Online,0
7494,56,83,124,211.97,2025-08-12 09:19:08,Online,0
7495,445,144,913,75.44,2025-05-25 12:38:56,Online,0
7496,33,87,77,293.57,2025-06-29 07:12:48,POS,0
7497,537,45,1092,35.15,2025-07-01 11:06:04,Online,0
7498,434,172,893,161.23,2025-05-16 23:39:12,Online,0
7499,218,20,434,241.33,2025-09-16 00:07:55,POS,0
7500,745,127,1503,233.41,2025-06-14 15:12:49,Online,0
7501,733,170,1477,211.2,2025-07-09 17:15:55,POS,0
7502,14,102,35,101.13,2025-07-19 10:01:53,POS,0
7503,214,158,424,143.73,2025-09-20 14:22:05,Online,0
7504,701,156,1406,264.68,2025-05-24 22:34:58,POS,0
7505,120,124,243,310.35,2025-05-29 02:09:53,POS,0
7506,780,107,1574,34.79,2025-11-08 07:48:59,Online,0
7507,615,155,1244,221.18,2025-08-01 01:41:21,POS,0
7508,103,145,219,249.1,2025-05-20 00:16:34,POS,0
7509,559,38,1136,267.6,2025-06-03 14:02:46,POS,0
7510,791,176,1597,285.12,2025-07-20 06:04:48,POS,0
7511,302,19,626,885.397332513321,2025-05-26 11:19:02,POS,1
7512,591,176,1197,282.94,2025-10-21 07:10:16,POS,0
7513,93,138,200,254.83,2025-09-02 09:37:28,POS,0
7514,192,50,386,129.65,2025-09-26 13:16:15,POS,0
7515,208,181,414,304.74,2025-09-27 21:34:42,Online,0
7516,124,188,251,227.83,2025-07-04 18:36:57,Online,0
7517,415,139,853,233.9,2025-05-31 10:09:53,Online,0
7518,50,8,110,349.53,2025-10-03 12:46:39,POS,0
7519,708,25,1422,314.75,2025-07-03 02:09:40,Online,0
7520,201,160,400,89.53,2025-10-28 07:03:55,Online,0
7521,300,18,622,313.6,2025-05-23 23:22:45,POS,0
7522,286,70,594,346.9,2025-10-27 05:51:14,Online,0
7523,29,43,71,164.47,2025-10-08 12:02:49,POS,0
7524,312,199,650,200.79,2025-10-18 18:15:20,POS,0
7525,103,72,219,273.21,2025-06-08 15:52:35,POS,0
7526,35,177,80,241.56,2025-06-13 19:27:12,POS,0
7527,599,164,1213,173.42,2025-10-19 10:17:32,POS,0
7528,690,98,1390,119.56,2025-08-23 23:03:13,Online,0
7529,632,46,1280,206.28,2025-11-12 20:02:22,POS,0
7530,533,157,1087,421.67,2025-08-06 16:09:20,Online,0
7531,728,123,1466,236.81,2025-06-09 05:47:43,POS,0
7532,312,172,649,206.5,2025-08-28 16:17:22,Online,0
7533,62,167,135,41.53,2025-07-16 13:49:57,Online,0
7534,757,30,1530,187.38,2025-05-31 05:44:58,POS,0
7535,739,149,1493,60.46,2025-05-19 03:43:11,POS,0
7536,382,19,786,217.07,2025-08-11 05:12:54,POS,0
7537,580,141,1175,252.87,2025-06-17 11:17:03,POS,0
7538,523,25,1068,237.29,2025-10-31 10:42:12,POS,0
